time_of_day,day_of_week,vehicle_count_north,vehicle_count_south,vehicle_count_east,vehicle_count_west,green_light_north,green_light_south,green_light_east,green_light_west,yellow_light_north,yellow_light_south,yellow_light_east,yellow_light_west,red_light_north,red_light_south,red_light_east,red_light_west
5,4,26,85,1,50,45.75757575757576,81.51515151515152,30.606060606060606,60.303030303030305,5,5,5,5,-103.18181818181819,-103.18181818181819,-103.18181818181819,-103.18181818181816
5,2,49,42,60,29,59.6969696969697,55.45454545454545,66.36363636363637,47.57575757575758,5,5,5,5,-114.09090909090912,-114.09090909090912,-114.09090909090907,-114.09090909090912
22,7,94,66,57,10,86.96969696969697,70.0,64.54545454545455,36.06060606060606,5,5,5,5,-142.57575757575756,-142.57575757575756,-142.57575757575756,-142.57575757575756
15,4,78,53,59,91,77.27272727272728,62.121212121212125,65.75757575757575,85.15151515151516,5,5,5,5,-175.3030303030303,-175.3030303030303,-175.3030303030303,-175.3030303030303
3,3,22,9,39,75,43.33333333333333,35.45454545454545,53.63636363636364,75.45454545454545,5,5,5,5,-92.87878787878788,-92.87878787878788,-92.87878787878788,-92.87878787878788
10,4,87,41,35,38,82.72727272727272,54.848484848484844,51.21212121212121,53.03030303030303,5,5,5,5,-126.81818181818181,-126.81818181818181,-126.81818181818181,-126.81818181818181
23,6,43,63,36,89,56.06060606060606,68.18181818181819,51.81818181818182,83.93939393939394,5,5,5,5,-145.0,-145.0,-145.0,-145.0
22,1,76,20,78,76,76.06060606060606,42.121212121212125,77.27272727272728,76.06060606060606,5,5,5,5,-156.5151515151515,-156.5151515151515,-156.5151515151515,-156.5151515151515
8,1,21,79,91,71,42.72727272727273,77.87878787878788,85.15151515151516,73.03030303030303,5,5,5,5,-163.78787878787875,-163.78787878787875,-163.78787878787875,-163.78787878787875
22,5,42,75,17,62,55.45454545454545,75.45454545454545,40.303030303030305,67.57575757575758,5,5,5,5,-123.78787878787881,-123.78787878787881,-123.78787878787875,-123.78787878787881
2,5,36,65,97,63,51.81818181818182,69.39393939393939,88.78787878787878,68.18181818181819,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.1818181818182,-163.18181818181813
18,7,60,40,62,60,66.36363636363637,54.24242424242424,67.57575757575758,66.36363636363637,5,5,5,5,-139.54545454545456,-139.54545454545456,-139.54545454545456,-139.54545454545456
7,3,96,23,21,53,88.18181818181819,43.93939393939394,42.72727272727273,62.121212121212125,5,5,5,5,-121.96969696969697,-121.96969696969697,-121.96969696969697,-121.96969696969697
4,6,55,34,10,91,63.333333333333336,50.60606060606061,36.06060606060606,85.15151515151516,5,5,5,5,-120.15151515151516,-120.15151515151516,-120.15151515151516,-120.15151515151518
3,2,2,55,57,93,31.21212121212121,63.333333333333336,64.54545454545455,86.36363636363637,5,5,5,5,-130.45454545454547,-130.4545454545455,-130.45454545454547,-130.4545454545455
23,4,62,29,56,72,67.57575757575758,47.57575757575758,63.93939393939394,73.63636363636364,5,5,5,5,-137.72727272727275,-137.72727272727275,-137.7272727272727,-137.72727272727275
5,7,18,56,76,94,40.90909090909091,63.93939393939394,76.06060606060606,86.96969696969697,5,5,5,5,-152.87878787878788,-152.87878787878788,-152.87878787878788,-152.87878787878788
1,3,22,93,3,57,43.33333333333333,86.36363636363637,31.81818181818182,64.54545454545455,5,5,5,5,-111.06060606060606,-111.06060606060606,-111.06060606060606,-111.06060606060606
19,5,28,46,85,84,46.96969696969697,57.878787878787875,81.51515151515152,80.9090909090909,5,5,5,5,-152.27272727272725,-152.27272727272725,-152.27272727272725,-152.27272727272725
10,4,29,34,6,55,47.57575757575758,50.60606060606061,33.63636363636364,63.333333333333336,5,5,5,5,-80.15151515151516,-80.15151515151516,-80.15151515151516,-80.15151515151518
3,5,38,18,60,33,53.03030303030303,40.90909090909091,66.36363636363637,50.0,5,5,5,5,-95.30303030303031,-95.30303030303031,-95.30303030303031,-95.30303030303031
14,4,24,7,53,30,44.54545454545455,34.24242424242424,62.121212121212125,48.18181818181819,5,5,5,5,-74.0909090909091,-74.0909090909091,-74.0909090909091,-74.0909090909091
5,2,7,25,87,51,34.24242424242424,45.151515151515156,82.72727272727272,60.90909090909091,5,5,5,5,-108.03030303030303,-108.03030303030303,-108.03030303030303,-108.03030303030303
21,3,57,70,67,88,64.54545454545455,72.42424242424242,70.60606060606061,83.33333333333333,5,5,5,5,-175.90909090909088,-175.90909090909088,-175.90909090909088,-175.90909090909093
16,4,15,29,91,75,39.09090909090909,47.57575757575758,85.15151515151516,75.45454545454545,5,5,5,5,-132.27272727272725,-132.27272727272725,-132.27272727272725,-132.27272727272728
23,6,71,6,78,0,73.03030303030303,33.63636363636364,77.27272727272728,30.0,5,5,5,5,-98.93939393939394,-98.93939393939394,-98.93939393939394,-98.93939393939397
5,7,0,66,0,54,30.0,70.0,30.0,62.72727272727273,5,5,5,5,-77.72727272727272,-77.72727272727272,-77.72727272727272,-77.72727272727272
18,1,4,64,54,21,32.42424242424242,68.78787878787878,62.72727272727273,42.72727272727273,5,5,5,5,-91.66666666666666,-91.66666666666666,-91.66666666666666,-91.66666666666666
1,6,2,35,2,39,31.21212121212121,51.21212121212121,31.21212121212121,53.63636363636364,5,5,5,5,-52.27272727272725,-52.27272727272725,-52.27272727272725,-52.27272727272728
14,6,64,24,77,0,68.78787878787878,44.54545454545455,76.66666666666666,30.0,5,5,5,5,-105.0,-105.0,-105.0,-104.99999999999997
10,7,3,36,37,64,31.81818181818182,51.81818181818182,52.42424242424242,68.78787878787878,5,5,5,5,-89.84848484848484,-89.84848484848484,-89.84848484848484,-89.84848484848482
7,1,98,0,0,62,89.3939393939394,30.0,30.0,67.57575757575758,5,5,5,5,-101.969696969697,-101.969696969697,-101.969696969697,-101.969696969697
18,6,95,14,37,53,87.57575757575756,38.484848484848484,52.42424242424242,62.121212121212125,5,5,5,5,-125.60606060606062,-125.60606060606062,-125.60606060606062,-125.60606060606062
12,4,63,36,84,41,68.18181818181819,51.81818181818182,80.9090909090909,54.848484848484844,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
11,4,97,12,28,20,88.78787878787878,37.27272727272727,46.96969696969697,42.121212121212125,5,5,5,5,-100.15151515151516,-100.15151515151516,-100.15151515151516,-100.15151515151516
4,4,88,7,4,78,83.33333333333333,34.24242424242424,32.42424242424242,77.27272727272728,5,5,5,5,-112.27272727272728,-112.27272727272728,-112.27272727272728,-112.27272727272731
5,1,9,4,73,80,35.45454545454545,32.42424242424242,74.24242424242425,78.48484848484848,5,5,5,5,-105.60606060606062,-105.60606060606062,-105.60606060606062,-105.60606060606062
21,6,20,59,91,21,42.121212121212125,65.75757575757575,85.15151515151516,42.72727272727273,5,5,5,5,-120.75757575757575,-120.75757575757575,-120.75757575757575,-120.75757575757575
3,1,45,72,20,37,57.27272727272727,73.63636363636364,42.121212121212125,52.42424242424242,5,5,5,5,-110.45454545454544,-110.45454545454544,-110.4545454545455,-110.45454545454544
18,4,90,0,70,98,84.54545454545455,30.0,72.42424242424242,89.3939393939394,5,5,5,5,-161.36363636363637,-161.36363636363637,-161.36363636363637,-161.36363636363637
19,7,26,35,66,79,45.75757575757576,51.21212121212121,70.0,77.87878787878788,5,5,5,5,-129.84848484848484,-129.84848484848484,-129.84848484848484,-129.84848484848484
0,6,65,34,46,7,69.39393939393939,50.60606060606061,57.878787878787875,34.24242424242424,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121212
19,6,40,65,83,61,54.24242424242424,69.39393939393939,80.3030303030303,66.96969696969697,5,5,5,5,-155.90909090909088,-155.90909090909088,-155.90909090909088,-155.90909090909093
16,5,12,62,82,46,37.27272727272727,67.57575757575758,79.69696969696969,57.878787878787875,5,5,5,5,-127.42424242424241,-127.42424242424241,-127.42424242424244,-127.42424242424244
11,5,8,22,34,16,34.84848484848485,43.33333333333333,50.60606060606061,39.696969696969695,5,5,5,5,-53.4848484848485,-53.4848484848485,-53.4848484848485,-53.4848484848485
